name,publisher,platforms,num_platforms,year_released,genre,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count,developer,rating
All-Star Baseball 2003,Acclaim Entertainment,"[""PS2"", ""GC"", ""XB""]",3,2002,Sports,0.69,0.37999999999999995,0,0.11,1.1800000000000002,81,46,8.166666666666666,30,Acclaim,E
All-Star Baseball 2004,Acclaim Entertainment,"[""GC"", ""PS2"", ""XB""]",3,2003,Sports,0.37,0.21,0,0.05,0.63,77.33333333333333,53,8.366666666666667,23,Acclaim,E
All-Star Baseball 2005,Unknown,"[""XB"", ""PS2""]",2,,Sports,0.27,0.15,0,0.05,0.47,73.5,44,8.7,33,Acclaim,E
Alone in the Dark,Atari,"[""PS2"", ""Wii"", ""PC"", ""X360""]",4,2008,Adventure,0.26,0.41,0,0.08,0.73,49.75,92,5.3,368,Eden Studios,M
Alone in the Dark: Inferno,Atari,"[""PS3""]",1,2008,Adventure,0.09,0.03,0,0.02,0.13,69,25,5.6,50,Eden Studios,M
Alone in the Dark: The New Nightmare,Infogrames,"[""PS""]",1,,Adventure,0.09,0.06,0,0.01,0.16,77,15,8.1,40,Darkworks,M
Alpha Protocol,Sega,"[""X360"", ""PC"", ""PS3""]",3,2010,Role-Playing,0.42000000000000004,0.32,0,0.12000000000000001,0.8500000000000001,66.33333333333333,142,7.2,829,Obsidian Entertainment,M
Alter Echo,THQ,"[""PS2""]",1,2003,Shooter,0.06,0.05,0,0.02,0.13,62,26,7,9,Outrage Games,T
Altered Beast: Guardian of the Realms,THQ,"[""GBA""]",1,2002,Action,0.07,0.02,0,0,0.09,63,13,4.8,4,3d6 Games,T
Alter Ego,Activision,"[""PC""]",1,1985,Simulation,0,0.03,0,0.01,0.03,59,9,5.8,19,"Viva Media, Viva Media, LLC",T
Alundra,Psygnosis,"[""PS""]",1,1997,Role-Playing,0.13,0.09,0,0.01,0.23,86,9,9,41,Matrix Software,T
Alvin and the Chipmunks,Brash Entertainment,"[""PS2"", ""Wii""]",2,2007,Misc,0.09,0.03,0,0.01,0.12000000000000001,31.5,9,4.05,26,Sensory Sweep,E
Amazing Island,Sega,"[""GC""]",1,2004,Strategy,0.04,0.01,0,0,0.06,59,22,6.6,7,Hitmaker,E
American Chopper,Zoo Digital Publishing,"[""XB"", ""PS2""]",2,2004,Racing,0.45999999999999996,0.04,0,0.06999999999999999,0.57,45.5,10,6.7,22,Creat Studios,T
American Idol,Codemasters,"[""PS2""]",1,2003,Misc,0.27,0.21,0,0.07,0.55,41,14,4.8,12,Hothouse Creations,E
America's Army: Rise of a Soldier,Ubisoft,"[""XB""]",1,2005,Shooter,0.19,0.05,0,0.01,0.25,70,19,7.4,21,Secret Level,T
America's Army: True Soldiers,Ubisoft,"[""X360""]",1,2007,Shooter,0.08,0,0,0.01,0.08,43,11,6.7,55,Red Storm Entertainment,T
America's Test Kitchen: Let's Get Cooking,Nintendo,"[""DS""]",1,2010,Simulation,0.25,0,0,0.02,0.26,87,4,5.6,9,Indies Zero,E
AMF Bowling 2004,Mud Duck Productions,"[""XB""]",1,2003,Sports,0.22,0.06,0,0.01,0.3,48,6,4.4,8,,
AMF Xtreme Bowling,Mastertronic,"[""PS2""]",1,2006,Sports,0.01,0.01,0,0,0.02,30,4,4.2,5,"Atomic Planet Entertainment, Mud Duck Productions",E
Amped 2,Microsoft Game Studios,"[""XB""]",1,2003,Sports,0.2,0.04,0,0.01,0.25,80,34,7.7,20,Indie Built,E
Amped 3,Take-Two Interactive,"[""X360""]",1,2005,Sports,0.13,0.02,0,0.01,0.16,72,49,7.1,36,2K Sports,T
Amped: Freestyle Snowboarding,Microsoft Game Studios,"[""XB""]",1,2001,Sports,0.69,0.11,0,0.02,0.82,78,30,9,20,Indie Built,E
Amplitude,Sony Computer Entertainment,"[""PS2""]",1,2003,Misc,0.09,0.07,0,0.02,0.18,86,35,8.8,26,Harmonix Music Systems,T
Anarchy Reigns,Sega,"[""PS3"", ""X360""]",2,2012,Action,0.22,0.05,0.08,0.03,0.37,72,73,8.05,211,PlatinumGames,M
Angry Birds Star Wars,Activision,"[""XOne"", ""PS3"", ""X360"", ""PS4""]",4,2013,Strategy,0.47,0.36000000000000004,0,0.13,0.94,52,18,4.525,198,Exient Entertainment,E
Angry Birds Trilogy,Activision,"[""PS3"", ""X360"", ""3DS""]",3,2012,Action,0.6799999999999999,0.27,0,0.1,1.05,63.666666666666664,28,3.9333333333333336,67,Exient Entertainment,E
Anima - Gate of Memories,Avanquest,"[""PS4""]",1,2016,Action,0,0.02,0,0,0.02,52,13,7.9,34,"Edge Entertainment, Anima Project",T
Animal Crossing,Nintendo,"[""GC""]",1,2001,Simulation,1.92,0.16,0.99,0.09,3.15,87,42,8.9,137,Nintendo,E
Animal Crossing: Amiibo Festival,Nintendo,"[""WiiU""]",1,2015,Misc,0.19,0.11,0.09,0.03,0.41,46,20,4.4,173,"Nintendo, Nd Cube",E
Animal Crossing: City Folk,Nintendo,"[""Wii""]",1,2008,Simulation,1.82,1.12,1.32,0.36,4.62,73,50,7.6,119,Nintendo,E
Animal Crossing: Happy Home Designer,Nintendo,"[""3DS""]",1,2015,Simulation,0.51,1.02,1.4,0.12,3.05,66,60,6.9,106,Nintendo,E
Animal Crossing: New Leaf,Nintendo,"[""3DS""]",1,2012,Simulation,2.03,2.36,4.39,0.39,9.16,88,70,8.7,626,Nintendo,E
Animal Crossing: Wild World,Nintendo,"[""DS""]",1,2005,Simulation,2.5,3.45,5.33,0.86,12.13,86,57,8.7,242,Nintendo,E
AniMates!,Lexicon Entertainment,"[""DS""]",1,2007,Simulation,0.02,0,0,0,0.03,33,4,2.5,4,Dreamcatcher,E
Anno 1701: Dawn of Discovery,Touchstone,"[""DS""]",1,2007,Simulation,0.07,0.05,0,0.01,0.13,78,14,7.5,19,Sunflowers Interactive,E
Anno 2070,Ubisoft,"[""PC""]",1,2011,Strategy,0,1.13,0,0.29,1.43,83,33,7,493,"Blue Byte, Related Designs",T
Anno 2205,Ubisoft,"[""PC""]",1,2015,Strategy,0.02,0.22,0,0.02,0.25,72,45,5.9,278,Blue Byte,E10+
Antz Extreme Racing,Empire Interactive,"[""PS2"", ""XB""]",2,2002,Racing,0.03,0.02,0,0.01,0.06,33,9,6.85,18,Empire Interactive,E
Anubis II,Metro 3D,"[""Wii""]",1,2007,Platform,0.06,0,0,0,0.07,19,5,2.7,28,Data Design Interactive,E
Apache: Air Assault,Activision,"[""PS3"", ""X360"", ""PC""]",3,2010,Simulation,0.22999999999999998,0.12,0,0.04,0.39,66.66666666666667,50,6.666666666666667,61,Gaijin Entertainment,T
APB Reloaded,Iceberg Interactive,"[""PC""]",1,2011,Role-Playing,0.02,0.01,0,0,0.04,56,12,5.7,269,"Reloaded Productions, Reloaded Games Inc.",M
Ape Escape,Sony Computer Entertainment,"[""PS""]",1,1999,Platform,0.71,0.48,0.32,0.11,1.63,90,19,8.8,53,SCEI,E
Ape Escape 2,Sony Computer Entertainment,"[""PS2""]",1,2002,Platform,0.12,0.09,0.38,0.03,0.63,82,31,8.4,32,SCE Japan Studio,E
Ape Escape 3,Sony Computer Entertainment,"[""PS2""]",1,2005,Platform,0.06,0.05,0,0.02,0.13,77,51,8.5,22,SCE Japan Studio,E10+
Ape Escape Academy,Sony Computer Entertainment,"[""PSP""]",1,2004,Misc,0.13,0.15,0,0.05,0.33,51,48,5.8,4,Shift,E10+
Ape Escape: On the Loose,Sony Computer Entertainment,"[""PSP""]",1,2005,Platform,0.52,0,0.12,0.05,0.7,66,35,6.4,16,"SCEA, Sims",E
Apex,Atari,"[""XB""]",1,2003,Racing,0.1,0.03,0,0,0.14,74,26,9.1,7,Milestone S.r.l,E
Apollo Justice: Ace Attorney,Capcom,"[""DS""]",1,2007,Adventure,0.28,0.04,0.64,0.03,0.99,78,48,8.1,84,Capcom,T
Aquaman: Battle for Atlantis,TDK Mediactive,"[""XB"", ""GC""]",2,2003,Action,0.02,0,0,0,0.02,26.5,22,2.9000000000000004,34,Lucky Chicken,T
Aquapazza: Aquaplus Dream Match,Aqua Plus,"[""PS3""]",1,2012,Fighting,0.05,0,0.05,0.01,0.11,75,13,7.8,20,Examu,T
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,Midway Games,"[""PS2""]",1,2007,Racing,0.03,0.03,0,0.01,0.07,37,19,5.9,10,Creat Studios,M
Arcana Heart,AQ Interactive,"[""PS2""]",1,2007,Fighting,0.06,0.05,0.04,0.02,0.16,77,12,8.1,8,Examu,T
Arcana Heart 3,PQube,"[""PS3""]",1,2011,Fighting,0.04,0.04,0.1,0.02,0.2,73,10,7.5,27,Examu,T
Arcania: Gothic 4,JoWood Productions,"[""PC"", ""X360""]",2,2010,Role-Playing,0.13,0.12,0.01,0.03,0.28,63.5,46,4.800000000000001,359,Spellbound,T
Archer Maclean's Mercury,Ignition Entertainment,"[""PSP""]",1,2005,Puzzle,0.17,0.24,0,0.14,0.56,75,39,6.6,21,Awesome Studios,E
Arc Rise Fantasia,Marvelous Interactive,"[""Wii""]",1,2009,Role-Playing,0.12,0,0.06,0.01,0.19,64,26,7.8,43,"Image Epoch, Imageepoch",T
Arc the Lad: End of Darkness,Sony Computer Entertainment,"[""PS2""]",1,2004,Role-Playing,0.03,0.02,0,0.01,0.06,59,24,4.2,10,Cattle Call,T
Arc the Lad: Twilight of the Spirits,Sony Computer Entertainment,"[""PS2""]",1,2003,Role-Playing,0.18,0.14,0,0.05,0.36,72,39,8.2,33,Cattle Call,T
Arctic Thunder,Midway Games,"[""PS2""]",1,2001,Racing,0.17,0.14,0,0.05,0.36,45,23,5.3,10,Inland Productions,T
Area 51,Midway Games,"[""XB"", ""PS2""]",2,2005,Shooter,0.44,0.23,0,0.06999999999999999,0.74,73.5,80,8.25,68,Midway Studios - Austin,M
Arena Football,Electronic Arts,"[""XB"", ""PS2""]",2,2006,Sports,0.39,0.25,0,0.08,0.7100000000000001,65.5,35,8.55,24,EA Tiburon,E10+
Arkanoid DS,Square Enix,"[""DS""]",1,2007,Puzzle,0.06,0,0,0,0.06,61,29,7,5,Taito Corporation,E
ArmA II,505 Games,"[""PC""]",1,2009,Shooter,0,0.12,0,0.02,0.14,77,38,7.5,589,Bohemia Interactive,M
ArmA III,Bohemia Interactive,"[""PC""]",1,2013,Shooter,0,0.1,0,0.01,0.11,74,38,7.4,866,Bohemia Interactive,M
Armed and Dangerous,LucasArts,"[""XB""]",1,2003,Shooter,0.09,0.03,0,0,0.13,79,41,7.2,15,Planet Moon Studios,T
Armored Core 2,Ubisoft,"[""PS2""]",1,2000,Simulation,0.28,0.22,0.23,0.07,0.79,78,23,8.4,19,From Software,T
Armored Core 2: Another Age,Metro 3D,"[""PS2""]",1,2001,Simulation,0.11,0.08,0.19,0.03,0.41,75,16,8.8,30,From Software,T
Armored Core 3,Metro 3D,"[""PS2""]",1,2002,Simulation,0.22,0.17,0.23,0.06,0.67,74,23,9,33,From Software,T
Armored Core 3 Portable,From Software,"[""PSP""]",1,2009,Simulation,0,0,0.08,0,0.08,43,6,6.7,6,From Software,T
Armored Core 4,505 Games,"[""X360"", ""PS3""]",2,2006,Simulation,0.28,0.01,0.12,0.03,0.45,65,67,7,56,From Software,T
Armored Core: For Answer,Ubisoft,"[""X360"", ""PS3""]",2,2008,Simulation,0.12,0.03,0.17,0.02,0.33999999999999997,63,44,7.65,69,From Software,T
Armored Core: Last Raven,505 Games,"[""PS2""]",1,2005,Simulation,0.05,0.04,0.08,0.01,0.18,59,16,8.9,14,From Software,T
Armored Core: Nexus,Indie Games,"[""PS2""]",1,2004,Simulation,0.06,0.05,0.14,0.02,0.26,73,19,8.7,7,From Software,T
Armored Core: Nine Breaker,505 Games,"[""PS2""]",1,2004,Simulation,0.03,0.03,0,0.01,0.07,57,25,8.2,5,From Software,T
Armored Core V,Namco Bandai Games,"[""PS3"", ""X360""]",2,2012,Simulation,0.22,0.07,0.27999999999999997,0.03,0.6,66.5,63,7.25,84,From Software,T
Armored Core: Verdict Day,From Software,"[""PS3""]",1,2013,Simulation,0,0,0.12,0,0.12,66,18,7.4,28,From Software,T
Army Corps of Hell,Square Enix,"[""PSV""]",1,2011,Action,0.04,0.04,0,0.02,0.09,57,43,6.6,28,"Entersphere, Inc.",M
Army Men: Air Attack 2,3DO,"[""PS""]",1,2000,Action,0.17,0.11,0,0.02,0.3,74,8,5.3,4,3DO,T
Army Men: Green Rogue,3DO,"[""PS2""]",1,2001,Action,0.06,0.05,0,0.02,0.13,39,13,3.8,4,3DO,T
Army Men: Major Malfunction,Global Star,"[""XB""]",1,2006,Shooter,0.01,0,0,0,0.02,36,6,4,5,Team 17,T
Army Men: Sarge's Heroes 2,3DO,"[""PS"", ""PS2""]",2,2000,Shooter,0.23,0.16,0,0.04,0.41000000000000003,51,23,5.949999999999999,12,3DO,T
Army Men: Sarge's War,Global Star,"[""GC""]",1,2004,Shooter,0.12,0.03,0,0,0.15,56,11,6.7,7,3DO,T
Army of Two,Electronic Arts,"[""X360"", ""PS3""]",2,2008,Shooter,1.83,0.63,0.04,0.31,2.8099999999999996,73,119,7.449999999999999,351,EA Montreal,M
Army of Two: The 40th Day,Electronic Arts,"[""PS3"", ""PSP"", ""X360""]",3,2010,Shooter,1.1800000000000002,0.64,0.01,0.29000000000000004,2.12,65.33333333333333,146,6.766666666666667,246,"Buzz Monkey, EA Montreal",M
Army of Two: The Devil's Cartel,Electronic Arts,"[""PS3"", ""X360""]",2,2013,Shooter,0.27,0.18,0.01,0.07,0.54,56,82,6.45,295,Visceral Games,M
Ar Nosurge: Ode to an Unborn Star,Tecmo Koei,"[""PS3""]",1,2014,Role-Playing,0.05,0.03,0.06,0.02,0.16,67,23,7.8,49,Gust,T
Arslan: The Warriors of Legend,Tecmo Koei,"[""PS4""]",1,2015,Action,0.03,0.01,0.04,0.01,0.09,69,43,6.6,23,Omega Force,T
Art Academy,Nintendo,"[""DS""]",1,2010,Misc,0.26,1.65,0.33,0.28,2.52,75,15,8,5,Headstrong Games,E
Art Academy: Home Studio,Nintendo,"[""WiiU""]",1,2015,Misc,0,0,0.01,0,0.01,82,9,8.3,20,Headstrong Games,E
Art Academy: Lessons for Everyone,Nintendo,"[""3DS""]",1,2012,Action,0.2,0.04,0.21,0.02,0.46,81,14,7.6,22,"Nintendo, Headstrong Games",E
Art of Fighting Anthology,Crave Entertainment,"[""PS2""]",1,2006,Fighting,0.02,0.02,0,0.01,0.04,60,19,7,4,SNK Playmore,T
Ar tonelico: Melody of Elemia,505 Games,"[""PS2""]",1,2006,Role-Playing,0,0,0.1,0,0.1,71,30,7.7,43,Gust,T
Ar tonelico Qoga: Knell of Ar Ciel,Tecmo Koei,"[""PS3""]",1,2010,Role-Playing,0.08,0.01,0.13,0.01,0.24,61,27,5.4,101,Gust,M
Arx Fatalis,Mindscape,"[""XB""]",1,2003,Role-Playing,0.04,0.01,0,0,0.05,71,31,8.2,6,Arkane Studios,M
Asphalt 3D,Ubisoft,"[""3DS""]",1,2011,Racing,0.27,0.16,0.02,0.04,0.49,43,37,4.4,24,Gameloft,E10+
Asphalt: Injection,Ubisoft,"[""PSV""]",1,2011,Action,0.13,0.06,0,0.03,0.22,49,33,4.8,28,Ubisoft,E10+
Asphalt: Urban GT,Ubisoft,"[""DS""]",1,2004,Racing,0.31,0.22,0,0.06,0.59,60,38,7.5,13,Gameloft,E
Assassin's Creed,Ubisoft,"[""X360"", ""PS3""]",2,2007,Adventure,5.1899999999999995,3.6399999999999997,0.16,1.38,10.36,81,117,7.5,1843,Ubisoft Montreal,M
Assassin's Creed: Altair's Chronicles,Ubisoft,"[""DS""]",1,2008,Platform,0.03,0.01,0,0,0.05,58,30,6.3,30,Gameloft,T
Assassin's Creed: Bloodlines,Ubisoft,"[""PSP""]",1,2009,Action,0.43,0.47,0.05,0.28,1.23,63,38,7.2,69,Griptonite Games,M
Assassin's Creed: Brotherhood,Ubisoft,"[""PS3"", ""PC"", ""X360""]",3,2010,Action,4.87,1.27,0.14,0.63,6.9,89,164,8.233333333333333,2586,Ubisoft Montreal,M
Assassin's Creed Chronicles,Ubisoft,"[""PSV""]",1,2016,Action,0.01,0.04,0.01,0.01,0.07,70,6,8,24,Climax Studios,T
Assassin's Creed Chronicles: China,Ubisoft,"[""PS4""]",1,2015,Action,0,0.03,0,0.01,0.04,69,44,6.4,83,"Climax Group, Climax Studios",T
Assassin's Creed II,Ubisoft,"[""PS3"", ""X360"", ""PC""]",3,2009,Action,5.66,3.93,0.29,1.4600000000000002,11.36,89,174,8.1,4118,Ubisoft Montreal,M
Assassin's Creed II: Discovery,Ubisoft,"[""DS""]",1,2009,Action,0.15,0.11,0,0.03,0.28,69,20,7.3,22,Griptonite Games,T
Assassin's Creed III,Ubisoft,"[""WiiU"", ""X360"", ""PS3"", ""PC""]",4,2012,Action,6.24,4.87,0.19,1.71,13.02,83.5,149,6.7250000000000005,4208,Ubisoft,M
Assassin's Creed III: Liberation,Ubisoft,"[""PSV""]",1,2012,Action,0.53,0.48,0.06,0.24,1.32,70,71,7.2,318,Ubisoft,M
Assassin's Creed IV: Black Flag,Ubisoft,"[""WiiU"", ""PS3"", ""PC"", ""X360"", ""PS4""]",5,2013,Action,4.69,4.57,0.2,1.3599999999999999,10.79,85.4,115,7.839999999999999,4748,Ubisoft,M
Assassin's Creed: Revelations,Ubisoft,"[""X360"", ""PC"", ""PS3""]",3,2011,Action,3.8,3.96,0.14,1.25,9.15,80,136,7.366666666666667,1948,Ubisoft Montreal,M
Assassin's Creed: Rogue,Ubisoft,"[""X360"", ""PS3"", ""PC""]",3,2014,Action,1.09,0.9200000000000002,0.06,0.30000000000000004,2.38,72.66666666666667,110,7.433333333333334,972,Ubisoft,M
Assassin's Creed Syndicate,Ubisoft,"[""XOne"", ""PS4"", ""PC""]",3,2015,Action,1.5400000000000003,2.6399999999999997,0.07,0.65,4.9,76,122,6.266666666666666,2265,Ubisoft Quebec,M
Assassin's Creed The Ezio Collection,Ubisoft,"[""PS4"", ""XOne""]",2,2016,Action,0.07,0.17,0,0.04,0.28,73,45,7.5,73,Ubisoft Montreal,M
Assassin's Creed: Unity,Ubisoft,"[""PS4"", ""PC"", ""XOne""]",3,2014,Action,3.6399999999999997,3.3,0.08,0.99,8.01,70.66666666666667,109,4,4518,"Ubisoft, Ubisoft Montreal",M
Assetto Corsa,505 Games,"[""PS4"", ""XOne""]",2,2016,Racing,0,0.060000000000000005,0,0.01,0.08,68,44,6.45,97,Kunos Simulazioni,E
Astonishia Story,Ubisoft,"[""PSP""]",1,2006,Role-Playing,0.03,0,0,0,0.03,48,35,4.9,18,Sonnori,E10+
Astro Boy,Sega,"[""PS2""]",1,2004,Action,0.04,0.03,0,0.01,0.09,54,29,6.9,7,Sonic Team,E
Astro Boy: Omega Factor,THQ,"[""GBA""]",1,2003,Action,0.06,0.02,0,0,0.09,85,37,8.6,18,Hitmaker,E
Astro Boy: The Video Game,D3Publisher,"[""PS2"", ""Wii""]",2,2009,Action,0.15000000000000002,0.04,0,0.02,0.22,52,21,4.25,8,High Voltage Software,E10+
Asura's Wrath,Capcom,"[""X360"", ""PS3""]",2,2012,Action,0.32999999999999996,0.18,0.06999999999999999,0.07,0.64,71,93,6.95,300,CyberConnect2,T
Atari Anthology,Atari,"[""PS2""]",1,2004,Misc,0.33,0.01,0,0.05,0.4,66,12,4.3,6,Digital Eclipse,E
Atari Classics Evolved,Atari,"[""PSP""]",1,2007,Misc,0.08,0,0,0.01,0.09,64,17,6,4,Stainless Games,E
Atelier Annie: Alchemists of Sera Island,Gust,"[""DS""]",1,2009,Role-Playing,0.08,0,0.03,0.01,0.12,70,11,6.7,15,Gust,E10+
Atelier Ayesha: The Alchemist of Dusk,Tecmo Koei,"[""PS3""]",1,2012,Role-Playing,0.06,0.04,0.14,0.02,0.26,70,17,6.6,120,Gust,T
Atelier Iris 2: The Azoth Of Destiny,Tecmo Koei,"[""PS2""]",1,2005,Role-Playing,0.03,0.02,0,0.01,0.06,68,34,7.8,14,Gust,E10+
Atelier Iris: Eternal Mana,Tecmo Koei,"[""PS2""]",1,2004,Role-Playing,0.08,0.06,0,0.02,0.15,74,38,7.7,38,Gust,T
Atelier Shallie: Alchemists of the Dusk Sea,Tecmo Koei,"[""PS3""]",1,2014,Role-Playing,0.06,0.02,0.08,0.02,0.18,76,26,7.7,44,Gust,E10+
Atelier Sophie: The Alchemist of the Mysterious Book,Tecmo Koei,"[""PS4""]",1,2015,Role-Playing,0.03,0.02,0.06,0.01,0.12,75,32,8.1,47,Gust,
Atelier Totori: The Adventurer of Arland,Nippon Ichi Software,"[""PS3""]",1,2010,Role-Playing,0.12,0.06,0.21,0.03,0.42,74,19,6.7,109,Gust,T
Athens 2004,Sony Computer Entertainment,"[""PS2""]",1,2004,Sports,0.13,0.1,0,0.03,0.27,61,57,7.2,13,Eurocom Entertainment Software,E
Atomic Betty,Atari,"[""GBA""]",1,2005,Puzzle,0.02,0.01,0,0,0.03,62,10,7.5,6,"Big Blue Bubble Inc., Breakthrough New Media",E
Attack of the Movies 3D,Majesco Entertainment,"[""X360""]",1,2010,Shooter,0.04,0,0,0,0.04,38,8,1.7,10,Panic Button,T
Attack on Titan: Humanity in Chains,Screenlife,"[""3DS""]",1,2013,Action,0,0,0.42,0,0.42,46,22,4.5,34,Spike Chunsoft,M
ATV Offroad Fury,Sony Computer Entertainment,"[""PS2""]",1,2001,Racing,2.07,0.26,0,0.08,2.41,82,16,8.4,53,Rainbow Studios,E
ATV Offroad Fury 2,THQ,"[""PS2""]",1,2002,Racing,1.92,0.2,0,0.06,2.18,82,26,8.9,28,Rainbow Studios,E
ATV Offroad Fury 3,SouthPeak Games,"[""PS2""]",1,2004,Racing,1,0.04,0,0.16,1.2,78,37,8.4,16,Climax Group,E
ATV Offroad Fury: Blazin' Trails,SouthPeak Games,"[""PSP""]",1,2005,Racing,0.53,0,0,0.04,0.57,63,32,7.8,16,Climax Group,E
ATV Quad Power Racing 2,Acclaim Entertainment,"[""GC""]",1,2003,Racing,0.22,0.06,0,0.01,0.28,70,18,9,4,Climax Group,E
Auto Modellista,Capcom,"[""PS2""]",1,2002,Racing,0.19,0.15,0,0.05,0.39,66,20,7.5,13,Capcom,E
Avalon Code,Rising Star Games,"[""DS""]",1,2008,Role-Playing,0.11,0,0.12,0.01,0.24,71,29,7.4,13,"Matrix Software, Marvelous Entertainment",E10+
A Vampyre Story,Crimson Cow,"[""PC""]",1,2008,Adventure,0,0.01,0,0,0.02,75,33,8.5,25,Autumn Moon,T
Avatar: The Last Airbender,THQ,"[""Wii"", ""GC"", ""DS"", ""PSP""]",4,2006,Adventure,1.02,0.13,0,0.06999999999999999,1.2200000000000002,59.25,43,6.250000000000001,29,AWE Games,E
A Witch's Tale,Nippon Ichi Software,"[""DS""]",1,2009,Role-Playing,0.08,0,0.03,0.01,0.11,50,17,6.2,9,"Nippon Ichi Software, Hit Maker",E10+
Azure Striker Gunvolt,Yacht Club Games,"[""3DS""]",1,2016,Action,0.01,0,0,0,0.01,77,20,8.4,62,Inti Creates,E10+
Azurik: Rise of Perathia,Microsoft Game Studios,"[""XB""]",1,2001,Action,0.18,0.05,0,0.01,0.24,52,26,8.5,14,Adrenium,T
Backbreaker,Unknown,"[""PS3"", ""X360""]",2,,Sports,0.33,0,0,0.02,0.35,56,54,7.3,120,NaturalMotion,E
Back to the Future: The Game,Telltale Games,"[""PS3"", ""Wii""]",2,2011,Adventure,0.12000000000000001,0.01,0,0.01,0.14,66,12,5.449999999999999,60,Iron Galaxy Studios,T
Backyard Baseball,Infogrames,"[""GC""]",1,2003,Sports,0.1,0.03,0,0,0.13,70,4,9.4,5,Humongous Entertainment,E
Backyard Baseball '09,Atari,"[""Wii""]",1,2008,Sports,0.04,0,0,0,0.04,37,4,7.8,5,Humongous Entertainment,E
Backyard Wrestling 2: There Goes the Neighborhood,Eidos Interactive,"[""PS2""]",1,2004,Fighting,0.14,0.11,0,0.04,0.28,46,23,4.7,10,Paradox Development,M
Backyard Wrestling: Don't Try This at Home,Eidos Interactive,"[""PS2"", ""XB""]",2,2003,Fighting,0.43,0.27,0,0.09,0.77,50.5,39,6.4,36,Paradox Development,M
Bad Boys: Miami Takedown,Empire Interactive,"[""GC"", ""XB"", ""PS2""]",3,2004,Shooter,0.7300000000000001,0.49,0,0.16,1.38,37.666666666666664,36,3.766666666666667,31,Blitz Games,M
Baja: Edge of Control,THQ,"[""X360"", ""PS3""]",2,2008,Racing,0.22,0.14,0,0.05,0.41000000000000003,63,56,6.05,29,2XL Games,E
Bakugan: Battle Brawlers,Activision,"[""Wii"", ""X360"", ""PS3"", ""DS""]",4,2009,Action,2.24,0.1,0,0.19,2.51,61.25,44,6.825,32,Now Production,E
Baldur's Gate: Dark Alliance,"Destination Software, Inc","[""XB"", ""PS2"", ""GC"", ""GBA""]",4,2001,Role-Playing,0.89,0.56,0,0.17,1.61,81.25,81,7.7,149,High Voltage Software,T
Baldur's Gate: Dark Alliance II,Acclaim Entertainment,"[""XB"", ""PS2""]",2,2004,Role-Playing,0.53,0.32,0,0.09999999999999999,0.9400000000000001,77.5,88,8.3,70,Black Isle Studios,T
Ball Breakers,Take-Two Interactive,"[""PS""]",1,2000,Action,0.1,0.07,0,0.01,0.18,68,10,5.3,4,Lost Toys,E
Balls of Fury,Zoo Digital Publishing,"[""Wii""]",1,2007,Sports,0.02,0,0,0,0.02,19,6,2.8,25,Black Lantern Studios,E10+
Band Hero,Activision,"[""X360"", ""DS"", ""PS3"", ""Wii""]",4,2009,Misc,1.71,0.9199999999999999,0,0.31000000000000005,2.9299999999999997,74,135,6.074999999999999,58,Neversoft Entertainment,E10+
Bangai-O Spirits,D3Publisher,"[""DS""]",1,2008,Shooter,0.07,0,0,0.01,0.08,83,38,8.1,27,Treasure,E10+
Banjo-Kazooie,Microsoft Game Studios,"[""X360""]",1,2008,Platform,0,0.01,0,0,0.01,77,17,8.2,70,4J Studios,E
Banjo-Kazooie: Grunty's Revenge,THQ,"[""GBA""]",1,2003,Platform,0.24,0.09,0,0.01,0.33,72,21,8.1,18,Rare Ltd.,E
Banjo-Pilot,THQ,"[""GBA""]",1,2005,Racing,0.07,0.03,0,0,0.1,68,22,5.9,9,Rare Ltd.,E
Barbie Groovy Games,Universal Interactive,"[""GBA""]",1,2002,Misc,0.4,0.15,0,0.01,0.56,47,5,7,4,Digital Illusions,E
Barnyard,THQ,"[""Wii"", ""PS2""]",2,2006,Action,0.09,0.04,0,0.01,0.13,63.5,28,7.199999999999999,17,Blue Tongue Entertainment,E10+
Baroque,Rising Star Games,"[""PS2"", ""Wii""]",2,2007,Role-Playing,0.12000000000000001,0.04,0.02,0.02,0.2,55,28,8.45,68,Sting,T
Baseball Advance,Sega,"[""GBA""]",1,2002,Sports,0.1,0.04,0,0,0.13,80,16,7.8,5,Smilebit,E
Bass Pro Shops: The Strike,XS Games,"[""X360""]",1,2009,Sports,0.2,0,0,0.02,0.21,63,4,5.8,5,Piranha Games,E
Bass Strike,THQ,"[""PS2""]",1,2001,Sports,0.14,0.11,0,0.04,0.28,57,11,5.8,4,THQ,E
Baten Kaitos: Eternal Wings and the Lost Ocean,Nintendo,"[""GC""]",1,2003,Role-Playing,0.21,0.05,0,0.01,0.27,80,48,9,59,Monolith Soft,T
Baten Kaitos Origins,Unknown,"[""GC""]",1,2006,Role-Playing,0.06,0.02,0.02,0,0.1,75,21,8.9,23,"Monolith Soft, Namco Bandai Games",T
Batman: Arkham Asylum,Eidos Interactive,"[""X360"", ""PS3"", ""PC""]",3,2009,Action,4.44,2.54,0.09000000000000001,0.97,8.030000000000001,91.33333333333333,177,8.766666666666667,3938,Rocksteady Studios,T
